billing_date,client_id,client_name,region,contract_type,consumption_kwh,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
2024-02-11,8486,Arnold Ltd,Oeste,Residencial,3658,1262.37,0.11,402.38,27
2024-02-20,8487,"Hall, Herrera and Parker",Norte,Comercial,3551,140.47,0.21,745.7099999999999,14
2024-02-28,8488,Fitzgerald-Carter,Este,Comercial,1708,1592.1,0.17,290.36,18
2024-10-23,8489,Atkinson LLC,Norte,Comercial,1938,1473.97,0.18,348.84,5
2024-06-13,8490,Hayes-Jenkins,Oeste,Residencial,6788,1420.95,0.14,950.32,87
2024-08-24,8491,"Sandoval, Steele and Flores",Centro,Comercial,5762,502.96,0.18,1037.16,2
2024-05-28,8492,Griffith and Sons,Este,Residencial,819,278.73,0.19,155.61,33
2024-10-28,8493,Watts-Schneider,Oeste,Residencial,9549,200.77,0.14,1336.86,29
2024-10-18,8494,Nelson PLC,Norte,Residencial,8195,514.03,0.11,901.45,87
2024-04-17,8495,Mitchell Ltd,Norte,Residencial,2710,385.31,0.15,406.5,78
2024-01-08,8496,"Jones, Whitaker and Jones",Este,Comercial,4635,563.9,0.1,463.5,7
2024-08-07,8497,Caldwell LLC,Centro,Residencial,8555,501.73,0.17,1454.35,53
2024-01-28,8498,Fischer-Hester,Sur,Residencial,7583,1693.2,0.25,1895.75,71
2024-09-19,8499,"Martinez, Lyons and Williams",Sur,Comercial,2614,501.87,0.18,470.52,63
2024-05-29,8500,Scott-Young,Este,Residencial,3525,1597.67,0.19,669.75,93
2024-01-07,8501,"Watson, Jackson and Carpenter",Norte,Comercial,3019,1805.19,0.17,513.23,66
2024-03-18,8502,Lewis-Norman,Norte,Residencial,5344,599.31,0.18,961.92,72
2024-04-20,8503,Carter PLC,Norte,Residencial,186,938.24,0.13,24.18,73
2024-08-03,8504,Montoya-Gaines,Este,Comercial,6737,602.62,0.13,875.8100000000001,76
2024-06-23,8505,Dodson-Lee,Este,Residencial,2276,1065.41,0.23,523.48,69
2024-09-06,8506,"Olson, Smith and Robinson",Oeste,Comercial,9807,1461.58,0.11,1078.77,3
2024-10-12,8507,White LLC,Este,Comercial,6545,1684.91,0.23,1505.35,17
2024-02-26,8508,Boyer Ltd,Este,Comercial,1644,717.49,0.18,295.92,50
2024-03-29,8509,Smith-Brown,Sur,Comercial,2008,495.65,0.17,341.36,61
2024-02-01,8510,Harrison Inc,Norte,Comercial,7871,75.81,0.18,1416.78,13
2024-07-03,8511,Allen-Huffman,Oeste,Comercial,9635,1935.7,0.14,1348.9,78
2024-08-04,8512,Rogers Ltd,Oeste,Comercial,974,1168.76,0.23,224.02,61
2024-06-09,8513,"Holloway, Stephens and Case",Norte,Residencial,8551,1814.57,0.22,1881.22,4
2024-10-20,8514,Wilson-Ward,Norte,Residencial,6077,1518.8,0.16,972.32,54
2024-06-23,8515,Diaz Ltd,Este,Comercial,4487,540.42,0.11,493.57,15
2024-08-01,8516,Matthews-Nelson,Centro,Residencial,4236,1439.45,0.19,804.84,14
2024-05-25,8517,Mendez Inc,Oeste,Residencial,1957,933.35,0.11,215.27,0
2024-11-05,8518,Fowler-Watson,Norte,Comercial,3057,1208.43,0.2,611.4,80
2024-07-07,8519,Moore LLC,Oeste,Comercial,2505,1193.03,0.18,450.9,96
2024-04-22,8520,"Tran, Barnes and King",Este,Comercial,4151,605.33,0.21,871.7099999999999,49
2024-07-08,8521,"Duncan, Hayden and Martinez",Centro,Comercial,4362,1235.72,0.25,1090.5,81
2024-02-20,8522,"Davila, Fleming and Sharp",Centro,Residencial,128,75.72,0.1,12.8,17
2024-02-01,8523,"Fischer, Morgan and Hernandez",Centro,Residencial,7936,891.36,0.2,1587.2,77
2024-11-06,8524,"Jenkins, Guzman and Francis",Oeste,Residencial,5105,752.71,0.15,765.75,20
2024-01-22,8525,Lewis and Sons,Norte,Residencial,4854,592.79,0.23,1116.42,27
2024-09-19,8526,"Lee, Pacheco and Ramirez",Norte,Residencial,5310,531.66,0.23,1221.3,7
2024-05-12,8527,"Johnson, Torres and Brewer",Norte,Residencial,5166,663.4,0.19,981.54,29
2024-01-04,8528,Anderson and Sons,Centro,Comercial,7821,339.08,0.22,1720.62,79
2024-01-10,8529,"Campos, Coleman and Townsend",Norte,Comercial,5560,652.37,0.24,1334.4,78
2024-09-03,8530,Mosley and Sons,Norte,Residencial,3450,87.92,0.22,759.0,23
2024-09-03,8531,"Owens, Fields and Alvarez",Centro,Residencial,1237,289.53,0.1,123.7,59
2024-04-19,8532,"Sutton, Sexton and Allison",Este,Comercial,5103,1029.56,0.25,1275.75,63
2024-06-30,8533,"Hill, Harper and Rodriguez",Oeste,Comercial,5644,1330.31,0.16,903.04,56
2024-07-08,8534,"Brock, Oliver and Johnson",Este,Residencial,7464,1625.72,0.16,1194.24,88
2024-11-05,8535,Hunter and Sons,Centro,Residencial,8361,445.0,0.19,1588.59,20
2024-06-02,8536,Smith and Sons,Oeste,Residencial,5528,659.89,0.11,608.08,28
2024-01-02,8537,"Barnes, Kirby and Rasmussen",Oeste,Residencial,380,1877.78,0.21,79.8,68
2024-01-20,8538,Patel PLC,Este,Residencial,6752,1944.7,0.11,742.72,58
2024-07-23,8539,"Watson, Adams and Dennis",Centro,Comercial,3822,1358.14,0.16,611.52,32
2024-10-08,8540,Holmes-Lindsey,Norte,Comercial,7856,343.86,0.23,1806.88,58
2024-11-04,8541,Smith-Farmer,Este,Residencial,3583,1864.22,0.15,537.4499999999999,51
2024-04-08,8542,Baker Inc,Centro,Residencial,2496,204.62,0.24,599.04,25
2024-05-25,8543,Pierce LLC,Centro,Comercial,9175,664.22,0.11,1009.25,90
2024-09-16,8544,"Davis, Hernandez and Heath",Sur,Residencial,9466,1441.18,0.15,1419.9,13
2024-04-29,8545,Wright Inc,Norte,Comercial,6266,462.98,0.17,1065.22,91
2024-08-04,8546,Murphy-Myers,Oeste,Comercial,1604,965.19,0.2,320.8,74
2024-06-13,8547,Mcgee Ltd,Norte,Residencial,9682,595.59,0.16,1549.12,81
2024-04-23,8548,Rios PLC,Norte,Comercial,7708,1294.38,0.17,1310.36,59
2024-01-24,8549,Vargas Ltd,Norte,Comercial,2102,1312.38,0.17,357.34000000000003,84
2024-05-15,8550,"Vasquez, Foster and Fields",Oeste,Residencial,9899,400.9,0.11,1088.89,9
2024-06-27,8551,Phillips PLC,Sur,Residencial,5820,586.22,0.16,931.2,71
2024-04-27,8552,Middleton-Mendez,Sur,Comercial,1013,559.07,0.23,232.99,79
2024-04-13,8553,"Terrell, Meza and Flores",Sur,Comercial,9342,910.41,0.17,1588.14,3
2024-08-27,8554,Griffin LLC,Norte,Comercial,4150,180.89,0.13,539.5,71
2024-01-14,8555,Mccoy LLC,Norte,Comercial,9193,1387.46,0.18,1654.74,28
2024-10-20,8556,"Valdez, Evans and Snyder",Oeste,Residencial,3883,998.8,0.19,737.77,19
2024-03-30,8557,Lin-Black,Sur,Residencial,9575,1804.64,0.24,2298.0,64
2024-09-23,8558,"Suarez, Lee and Neal",Centro,Residencial,6335,917.52,0.23,1457.05,12
2024-07-13,8559,"Peterson, Sanchez and Hayes",Centro,Residencial,6109,549.78,0.13,794.1700000000001,84
2024-09-29,8560,Garcia LLC,Oeste,Residencial,2305,1973.51,0.16,368.8,14
2024-02-09,8561,Mcgee-Wood,Centro,Residencial,5918,1670.87,0.14,828.5200000000001,30
2024-07-16,8562,"Fuentes, Larson and Larson",Centro,Comercial,1853,1432.44,0.14,259.42,14
2024-04-06,8563,Hernandez Group,Sur,Comercial,2848,427.59,0.19,541.12,60
2024-06-30,8564,Foster-Leonard,Oeste,Comercial,4854,331.45,0.12,582.48,0
2024-07-17,8565,"Howe, Howell and Gibbs",Oeste,Comercial,6538,799.07,0.14,915.32,18
2024-01-16,8566,Vaughan-Garcia,Oeste,Residencial,8359,562.38,0.18,1504.62,25
2024-06-05,8567,"Williams, Castro and Sanchez",Sur,Residencial,4987,1131.31,0.16,797.9200000000001,2
2024-07-21,8568,Gibson-Osborne,Norte,Residencial,8774,763.59,0.15,1316.1,56
2024-06-30,8569,Carey-Vasquez,Centro,Residencial,1698,732.14,0.24,407.52,21
2024-06-09,8570,"Bell, Glenn and Peters",Este,Residencial,8957,1707.67,0.15,1343.55,67
2024-10-01,8571,"Glover, Smith and Frank",Este,Residencial,7196,57.97,0.13,935.48,63
2024-01-21,8572,Williamson-Paul,Norte,Comercial,6140,986.14,0.17,1043.8000000000002,4
2024-08-11,8573,Rodgers-Thomas,Oeste,Residencial,9854,310.49,0.14,1379.5600000000002,18
2024-06-19,8574,Cannon-Norman,Norte,Residencial,1248,376.0,0.25,312.0,2
2024-01-21,8575,Le-Mosley,Centro,Comercial,8918,858.73,0.18,1605.24,4
2024-07-08,8576,Hoffman Ltd,Norte,Residencial,8960,1733.8,0.23,2060.8,77
2024-08-21,8577,"Kramer, Fitzgerald and Moore",Centro,Comercial,2069,170.36,0.13,268.97,91
2024-01-03,8578,Landry-Marshall,Oeste,Comercial,3621,1951.0,0.25,905.25,49
2024-10-27,8579,Trevino Inc,Oeste,Residencial,9773,795.68,0.16,1563.68,79
2024-04-27,8580,Jones Group,Centro,Residencial,2867,681.3,0.12,344.04,28
2024-06-14,8581,"Mccarthy, Sanchez and Pham",Sur,Residencial,7618,734.19,0.13,990.34,29
2024-06-22,8582,Chambers-Austin,Centro,Comercial,1439,1879.59,0.11,158.29,74
2024-03-09,8583,"Frazier, Jimenez and Grant",Este,Comercial,7708,691.53,0.13,1002.04,27
2024-11-07,8584,Chambers and Sons,Este,Residencial,4264,1636.52,0.2,852.8000000000001,11
2024-04-27,8585,"Jones, Ray and Mitchell",Centro,Comercial,3033,118.99,0.21,636.93,33
2024-04-06,8586,"Jones, Silva and Clark",Sur,Residencial,252,672.7,0.14,35.28,46
2024-04-10,8587,Mann Inc,Oeste,Residencial,8190,276.34,0.16,1310.4,89
2024-02-20,8588,"Escobar, Francis and Brown",Oeste,Comercial,8957,256.91,0.1,895.7,95
2024-08-14,8589,"Moses, Strong and Thomas",Oeste,Residencial,1363,89.2,0.17,231.71,58
2024-01-11,8590,"Mcdonald, Wilson and Jones",Centro,Comercial,5128,1523.32,0.18,923.04,98
2024-08-22,8591,Williamson Inc,Norte,Comercial,1515,751.79,0.18,272.7,18
2024-10-31,8592,Wagner LLC,Sur,Comercial,1978,1063.33,0.1,197.8,0
2024-05-01,8593,Abbott-Chavez,Este,Comercial,1888,866.63,0.13,245.44,3
2024-01-19,8594,Stephenson-Horton,Sur,Comercial,2802,1857.68,0.2,560.4,65
2024-03-23,8595,Sanchez-Brown,Sur,Residencial,7493,109.53,0.21,1573.53,51
2024-04-05,8596,Houston Ltd,Norte,Comercial,5537,1363.5,0.15,830.55,78
2024-02-15,8597,Young-Perry,Centro,Comercial,9011,1556.32,0.18,1621.98,64
2024-05-26,8598,Carter-Chapman,Norte,Comercial,5162,1214.99,0.13,671.0600000000001,72
2024-05-12,8599,"Stokes, Anderson and Bradley",Centro,Comercial,6112,776.55,0.22,1344.64,83
2024-04-04,8600,"Brooks, Reeves and Johnson",Sur,Comercial,4087,1718.36,0.1,408.7000000000001,18
2024-07-30,8601,Wilson-Mills,Centro,Comercial,3831,1536.69,0.12,459.72,93
2024-05-15,8602,"Tran, Miller and Williams",Centro,Comercial,5051,380.35,0.19,959.69,42
2024-10-11,8603,"Douglas, Garcia and Lopez",Oeste,Comercial,1104,505.27,0.14,154.56,69
2024-03-13,8604,Jordan and Sons,Norte,Comercial,8215,1643.27,0.23,1889.45,53
2024-01-15,8605,Perry-Davis,Centro,Residencial,7984,1105.15,0.13,1037.92,72
2024-06-08,8606,Rogers-Miller,Norte,Residencial,4621,1274.46,0.17,785.57,86
2024-06-06,8607,"Arias, Bailey and Hill",Sur,Residencial,453,749.2,0.16,72.48,69
2024-06-19,8608,Johnson-Price,Sur,Residencial,646,196.35,0.12,77.52,84
2024-07-15,8609,"Foster, Smith and Ellis",Oeste,Comercial,3779,1293.61,0.16,604.64,66
2024-09-13,8610,"Jones, Stewart and Norman",Sur,Residencial,3685,1570.92,0.17,626.45,45
2024-05-05,8611,"Wright, Rodriguez and Meyer",Sur,Comercial,1516,312.04,0.17,257.72,77
2024-01-30,8612,West Group,Norte,Comercial,8956,395.36,0.2,1791.2,58
2024-06-13,8613,Collins-White,Centro,Comercial,5808,177.35,0.14,813.1200000000001,77
2024-06-24,8614,Parrish PLC,Centro,Residencial,6865,199.49,0.22,1510.3,35
2024-01-21,8615,Dominguez Ltd,Centro,Comercial,4694,1823.33,0.22,1032.68,76
2024-02-25,8616,Brown Group,Sur,Residencial,5475,423.61,0.15,821.25,46
2024-01-18,8617,Moss Inc,Centro,Residencial,3492,1681.6,0.2,698.4000000000001,84
2024-05-24,8618,Knapp Group,Norte,Comercial,1241,1974.72,0.14,173.74,74
2024-02-14,8619,"Castillo, Martin and Peters",Centro,Comercial,5482,1944.14,0.14,767.48,41
2024-02-08,8620,Fox Ltd,Sur,Residencial,5890,725.03,0.22,1295.8,47
2024-08-20,8621,"Delacruz, Raymond and Burke",Oeste,Residencial,1944,660.66,0.22,427.68,59
2024-02-26,8622,Flores Group,Oeste,Comercial,5385,1506.09,0.21,1130.85,73
2024-08-11,8623,Page-Lewis,Norte,Comercial,6626,798.62,0.15,993.9,44
2024-04-19,8624,Reese PLC,Centro,Comercial,5005,496.54,0.21,1051.05,75
2024-05-31,8625,Gutierrez and Sons,Norte,Residencial,2143,1630.9,0.16,342.88,36
2024-02-01,8626,Sutton-Hayes,Este,Residencial,2793,1837.84,0.14,391.02,20
2024-11-07,8627,Tucker Inc,Oeste,Residencial,8376,911.07,0.23,1926.48,28
2024-01-21,8628,Martinez PLC,Centro,Residencial,1954,1474.99,0.17,332.18,96
2024-02-27,8629,Petersen Inc,Sur,Comercial,2427,219.99,0.15,364.05,81
2024-10-17,8630,Lee Group,Sur,Residencial,6625,580.6,0.13,861.25,87
2024-03-19,8631,Wright-Moran,Centro,Residencial,4902,1891.7,0.13,637.26,2
2024-08-15,8632,Brown-Ford,Oeste,Comercial,1120,1337.46,0.19,212.8,40
2024-10-18,8633,Cantu-Griffin,Sur,Comercial,6407,69.99,0.21,1345.47,72
2024-05-07,8634,"Williams, Harper and Montoya",Sur,Residencial,8570,755.29,0.13,1114.1,11
2024-06-04,8635,"Williams, Miller and Vazquez",Oeste,Comercial,130,203.81,0.1,13.0,10
2024-10-28,8636,Bowers Ltd,Oeste,Comercial,5494,1483.93,0.23,1263.62,13
2024-09-17,8637,"Schwartz, Powers and Mason",Centro,Residencial,7428,1990.76,0.11,817.08,23
2024-01-07,8638,"Chambers, Clark and Whitaker",Sur,Residencial,1295,372.69,0.23,297.85,32
2024-04-16,8639,West Inc,Norte,Residencial,5785,178.27,0.22,1272.7,65
2024-06-18,8640,"Becker, Gould and Thomas",Oeste,Residencial,4908,1878.31,0.15,736.1999999999999,46
2024-04-28,8641,King-King,Centro,Comercial,6869,676.66,0.14,961.66,39
2024-07-27,8642,"Mason, Roberts and Livingston",Oeste,Comercial,7810,234.89,0.11,859.1,84
2024-09-06,8643,Townsend Inc,Sur,Residencial,2231,1419.34,0.21,468.51,39
2024-04-11,8644,Smith-Thomas,Centro,Residencial,7400,1899.01,0.23,1702.0,55
2024-09-17,8645,"Mccann, Rich and Alexander",Este,Comercial,4127,1921.3,0.21,866.67,61
2024-07-23,8646,Caldwell-Calderon,Sur,Residencial,9891,596.99,0.12,1186.9199999999998,1
2024-06-15,8647,"Jones, James and Rowe",Centro,Comercial,5695,712.31,0.25,1423.75,22
2024-01-15,8648,Ward PLC,Centro,Comercial,5273,1409.77,0.13,685.49,5
2024-05-05,8649,Massey-Estes,Este,Comercial,6368,1302.7,0.18,1146.24,9
2024-07-15,8650,Evans and Sons,Centro,Residencial,2705,80.46,0.17,459.85,35
2024-09-26,8651,Henry Group,Oeste,Comercial,9181,882.41,0.15,1377.15,77
2024-08-28,8652,Davis LLC,Este,Residencial,6466,1853.13,0.23,1487.18,76
2024-04-06,8653,Austin Ltd,Oeste,Comercial,2644,489.2,0.24,634.56,24
2024-06-23,8654,Johnson-Moran,Oeste,Comercial,9634,180.25,0.15,1445.1,16
2024-07-15,8655,Werner Group,Este,Residencial,7781,1808.33,0.14,1089.34,70
2024-05-02,8656,Clark and Sons,Oeste,Comercial,897,1915.12,0.19,170.43,76
2024-09-11,8657,Gomez and Sons,Norte,Residencial,9813,1295.82,0.19,1864.47,48
2024-10-25,8658,"Brown, Baird and Hubbard",Sur,Comercial,5458,1904.56,0.19,1037.02,35
2024-04-19,8659,Walker-Mayer,Norte,Comercial,6361,1057.54,0.24,1526.64,34
2024-01-22,8660,"Simpson, Deleon and Wagner",Este,Comercial,112,1747.28,0.19,21.28,89
2024-07-20,8661,Martin PLC,Este,Residencial,1090,1260.76,0.24,261.6,12
2024-07-25,8662,"Lopez, Fleming and Rogers",Centro,Comercial,3583,1146.12,0.23,824.09,43
2024-09-16,8663,Armstrong Ltd,Norte,Comercial,8568,199.68,0.2,1713.6,70
2024-04-21,8664,Wright-Green,Sur,Comercial,4621,190.14,0.22,1016.62,32
2024-09-27,8665,Rose-King,Este,Residencial,9748,123.33,0.2,1949.6,2
2024-06-10,8666,Hill-Strong,Oeste,Residencial,7666,1872.25,0.12,919.92,55
2024-05-16,8667,Stephens and Sons,Este,Residencial,807,1052.93,0.15,121.05,63
2024-08-03,8668,Lopez Inc,Sur,Residencial,8606,589.22,0.13,1118.78,26
2024-06-12,8669,"Garner, Horton and Wong",Centro,Residencial,8654,1528.27,0.2,1730.8000000000002,52
2024-01-24,8670,"Vincent, Huynh and Duran",Centro,Comercial,5113,989.09,0.17,869.21,39
2024-02-05,8671,Peterson-Bennett,Centro,Comercial,5534,1602.44,0.24,1328.16,23
2024-05-21,8672,"Burns, Phillips and Cole",Norte,Comercial,6244,1001.53,0.19,1186.36,53
2024-07-21,8673,Beck-Jones,Este,Residencial,8803,880.6,0.23,2024.69,63
2024-08-26,8674,Hart-Garcia,Centro,Residencial,4686,222.84,0.14,656.0400000000001,3
2024-03-26,8675,"Elliott, Lawson and Mcintyre",Oeste,Comercial,561,276.73,0.23,129.03,39
2024-08-30,8676,Jacobs and Sons,Norte,Residencial,2924,1321.82,0.22,643.28,68
2024-05-12,8677,Douglas Group,Centro,Residencial,3692,227.9,0.11,406.12,27
2024-07-04,8678,"Archer, Paul and Reed",Este,Residencial,9799,434.03,0.18,1763.82,20
2024-05-10,8679,Lee-Gonzalez,Norte,Residencial,669,1606.76,0.19,127.11,38
2024-03-21,8680,Brown-Kelley,Centro,Residencial,2695,822.22,0.13,350.35,31
2024-07-06,8681,Cochran PLC,Este,Comercial,583,1560.46,0.22,128.26,2
2024-09-23,8682,Gallegos LLC,Centro,Residencial,2821,1803.04,0.11,310.31,79
2024-05-27,8683,Frazier PLC,Norte,Residencial,6240,1531.82,0.21,1310.4,64
2024-07-11,8684,Lopez-Erickson,Norte,Comercial,745,867.4,0.12,89.39999999999999,99
2024-01-09,8685,White-Shaw,Norte,Residencial,6346,1047.36,0.12,761.52,36
2024-07-17,8686,Allen PLC,Centro,Comercial,8344,634.44,0.15,1251.6,68
2024-08-17,8687,"Gonzalez, Ruiz and Cole",Norte,Residencial,7397,410.57,0.2,1479.4,45
2024-01-13,8688,Atkins and Sons,Centro,Residencial,4135,938.53,0.18,744.3,0
2024-11-01,8689,King Inc,Este,Comercial,5980,1829.54,0.12,717.6,82
2024-10-06,8690,Jones-Robertson,Oeste,Residencial,209,878.13,0.2,41.8,43
2024-03-02,8691,Villarreal-Smith,Centro,Residencial,7389,1420.42,0.23,1699.47,54
2024-06-26,8692,Griffith-Perry,Oeste,Residencial,5664,1593.52,0.25,1416.0,16
2024-07-27,8693,Lewis Group,Oeste,Comercial,6393,1610.16,0.21,1342.53,48
2024-07-13,8694,"White, Hancock and Moore",Norte,Residencial,294,1310.23,0.19,55.86,57
2024-10-25,8695,Greene Inc,Norte,Comercial,2723,1182.46,0.11,299.53000000000003,43
2024-08-07,8696,Alvarado-Pierce,Oeste,Residencial,6340,193.98,0.11,697.4,18
2024-05-31,8697,Robinson-Campbell,Oeste,Comercial,7767,1213.28,0.23,1786.41,84
2024-10-06,8698,Meyer-Warren,Centro,Comercial,9151,623.72,0.19,1738.69,72
2024-07-17,8699,Campbell-Blevins,Oeste,Residencial,9160,1193.24,0.14,1282.4,76
2024-08-12,8700,Walls-Brown,Sur,Comercial,9802,571.08,0.13,1274.26,39
2024-03-24,8701,Yates and Sons,Sur,Residencial,167,99.34,0.22,36.74,19
2024-09-26,8702,Costa-Smith,Centro,Residencial,5872,1772.01,0.2,1174.4,4
2024-04-23,8703,Reynolds Ltd,Sur,Residencial,1461,707.35,0.18,262.98,93
2024-01-20,8704,"Chapman, Diaz and Rivera",Centro,Comercial,3544,1710.25,0.13,460.72,98
2024-02-02,8705,"Gibbs, Clayton and Hoffman",Centro,Residencial,8838,787.08,0.11,972.18,91
2024-07-27,8706,Snyder and Sons,Norte,Residencial,7918,1915.75,0.14,1108.5200000000002,18
2024-03-18,8707,Flowers Inc,Norte,Residencial,2378,1375.3,0.16,380.48,49
2024-02-26,8708,"Mitchell, Collins and Johnson",Este,Residencial,8017,1416.07,0.15,1202.55,97
2024-11-03,8709,Lara PLC,Norte,Residencial,2231,1053.45,0.21,468.51,32
2024-01-02,8710,"Peterson, Lewis and Soto",Este,Residencial,5530,853.82,0.12,663.6,81
2024-01-23,8711,Johnston-Scott,Oeste,Comercial,2412,206.27,0.13,313.56,77
2024-01-26,8712,"Peters, Harris and Henry",Centro,Residencial,8422,1462.11,0.24,2021.28,68
2024-08-28,8713,Harris LLC,Este,Comercial,6173,1900.63,0.23,1419.79,87
2024-02-17,8714,"Adkins, Taylor and Zimmerman",Norte,Residencial,7230,1025.68,0.11,795.3,53
2024-01-13,8715,Soto LLC,Norte,Comercial,6783,418.03,0.18,1220.94,61
2024-05-04,8716,Flowers and Sons,Norte,Residencial,913,1975.86,0.13,118.69,41
2024-07-26,8717,Clark-Ellis,Centro,Residencial,2010,1939.58,0.19,381.9,41
2024-10-30,8718,Love-Kennedy,Centro,Comercial,1209,545.98,0.24,290.16,61
2024-10-21,8719,Wilson Inc,Oeste,Comercial,6665,922.78,0.13,866.45,94
2024-01-01,8720,Harris-Glenn,Centro,Comercial,9180,1321.54,0.2,1836.0,3
2024-05-09,8721,Cunningham Ltd,Sur,Comercial,3104,1276.88,0.16,496.64,15
2024-10-01,8722,"Robles, Lawson and Petty",Oeste,Comercial,687,197.25,0.19,130.53,32
2024-01-21,8723,"Keith, Chavez and Hoover",Centro,Comercial,5813,1799.24,0.22,1278.86,42
2024-05-20,8724,Brown-Webb,Centro,Residencial,6893,881.46,0.21,1447.53,40
2024-05-26,8725,Rose Inc,Norte,Comercial,5923,1243.41,0.24,1421.52,60
2024-08-27,8726,Navarro Ltd,Centro,Residencial,5610,1305.39,0.12,673.1999999999999,50
2024-09-07,8727,Sparks-Smith,Este,Comercial,5479,1089.52,0.16,876.64,52
2024-01-09,8728,Wilson Inc,Este,Comercial,4174,1983.6,0.11,459.14,17
2024-08-15,8729,Clark PLC,Centro,Residencial,647,996.18,0.16,103.52,38
2024-10-26,8730,"Lyons, King and Lozano",Norte,Comercial,207,923.62,0.24,49.68,18
2024-06-30,8731,Bernard-Martinez,Sur,Residencial,9015,572.05,0.24,2163.6,3
2024-02-23,8732,Scott Group,Oeste,Residencial,6138,427.46,0.22,1350.36,12
2024-06-05,8733,Vasquez Group,Oeste,Comercial,2226,846.6,0.16,356.16,78
2024-05-25,8734,Barnett PLC,Centro,Comercial,3724,772.89,0.15,558.6,58
2024-07-29,8735,Clayton-Anderson,Centro,Residencial,9534,1381.93,0.15,1430.1,48
2024-08-03,8736,"White, Rhodes and Rogers",Norte,Residencial,7545,330.13,0.25,1886.25,37
2024-07-07,8737,Martinez-Brown,Centro,Comercial,793,998.08,0.17,134.81,18
2024-10-03,8738,Foley and Sons,Este,Residencial,2504,148.08,0.22,550.88,28
2024-08-21,8739,Steele LLC,Oeste,Comercial,5423,957.53,0.24,1301.52,15
2024-10-13,8740,Martin-Brown,Oeste,Comercial,1607,1644.18,0.11,176.77,72
2024-07-09,8741,Thompson-Chapman,Norte,Comercial,580,1143.02,0.24,139.2,68
2024-07-24,8742,Maxwell and Sons,Sur,Residencial,3789,1619.53,0.12,454.68,26
2024-05-26,8743,Soto Ltd,Sur,Residencial,2502,562.02,0.24,600.48,19
2024-06-25,8744,Wiley-Crawford,Norte,Residencial,6098,881.9,0.15,914.7,41
2024-09-16,8745,Ayers Inc,Norte,Residencial,2257,1326.64,0.18,406.26,95
2024-09-07,8746,"George, Banks and Scott",Sur,Residencial,4780,1196.07,0.12,573.6,85
2024-11-08,8747,Summers-Ramirez,Sur,Comercial,7454,1443.29,0.18,1341.72,8
2024-04-23,8748,Gonzalez PLC,Oeste,Residencial,522,1465.86,0.23,120.06,73
2024-01-22,8749,Gordon-Harrison,Sur,Residencial,4128,1871.94,0.22,908.16,34
2024-05-05,8750,Ballard and Sons,Este,Residencial,603,1434.4,0.14,84.42,7
2024-03-14,8751,Orr LLC,Este,Residencial,9634,1403.2,0.13,1252.42,55
2024-08-21,8752,"Williams, Perez and Santana",Centro,Comercial,7515,1967.51,0.17,1277.5500000000002,23
2024-10-09,8753,"Hughes, Vargas and Cisneros",Este,Residencial,5575,1830.02,0.22,1226.5,78
2024-03-12,8754,Watts-Harris,Norte,Comercial,3428,1320.29,0.15,514.1999999999999,47
2024-02-09,8755,"Gay, Garcia and Hill",Oeste,Residencial,121,1135.74,0.2,24.200000000000003,80
2024-02-28,8756,Butler LLC,Este,Residencial,5797,70.81,0.2,1159.4,12
2024-08-21,8757,"Robinson, Anderson and Bennett",Sur,Residencial,8706,1806.67,0.18,1567.08,32
2024-04-16,8758,"Brown, Gates and Thomas",Norte,Comercial,9513,1390.42,0.24,2283.12,67
2024-01-04,8759,Miller Group,Centro,Residencial,4154,1265.67,0.2,830.8000000000001,40
2024-05-31,8760,"Nichols, Farrell and Miller",Norte,Residencial,9528,1989.26,0.18,1715.04,0
2024-02-01,8761,"Pope, Medina and Ross",Centro,Residencial,7399,591.23,0.24,1775.76,19
2024-03-21,8762,Howard PLC,Este,Comercial,3524,1794.29,0.12,422.88,5
2024-03-25,8763,Williams Group,Oeste,Residencial,9980,393.41,0.14,1397.2,54
2024-05-05,8764,Mcguire Inc,Norte,Residencial,692,1738.78,0.2,138.4,38
2024-06-21,8765,Brown-Scott,Centro,Comercial,972,690.09,0.17,165.24,60
2024-08-30,8766,Harrison-Glover,Sur,Comercial,2411,266.85,0.22,530.42,82
2024-10-10,8767,Blanchard Inc,Centro,Comercial,6433,51.81,0.2,1286.6,79
2024-03-28,8768,"Williams, White and Tucker",Norte,Comercial,3985,383.03,0.21,836.85,78
2024-11-07,8769,"Clements, Mercado and Rivera",Oeste,Comercial,2055,488.77,0.18,369.9,60
2024-10-18,8770,Doyle and Sons,Este,Residencial,5474,1274.77,0.16,875.84,48
2024-06-20,8771,Harris-Russell,Norte,Residencial,2499,320.81,0.17,424.83,45
2024-03-04,8772,"White, Aguilar and Sharp",Norte,Comercial,6892,56.6,0.11,758.12,2
2024-06-23,8773,"Barrett, Cummings and Williams",Este,Comercial,9189,290.42,0.16,1470.24,15
2024-02-09,8774,May-Riggs,Oeste,Residencial,806,1868.76,0.21,169.26,63
2024-05-27,8775,Taylor-Hamilton,Centro,Comercial,1947,678.94,0.17,330.99,78
2024-08-01,8776,Hodge-Wright,Norte,Comercial,1325,354.78,0.16,212.0,2
2024-09-28,8777,Ross-Robinson,Este,Residencial,6803,657.4,0.13,884.39,93
